# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:P'
# Event count (approx.): 1317729589
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                                                                                           
# ........  ...............  ................................  .................................................................................................................................................................................................................................................................................................................................
#
     0.01%  Xorg             [kernel.kallsyms]                 [k] kmalloc_trace
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_mutex_unlock
     0.01%  gnome-terminal-  [JIT] tid 3550                    [.] 0x00007ea17fddad11
     0.01%  gnome-shell      libXi.so.6.1.0                    [.] 0x000000000000382c
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] 0x00000000000acd85
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] _raw_spin_lock_irqsave
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000000128ca0
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] cairo_pattern_destroy
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] os_xsave
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] g_type_check_instance_is_a@plt
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] leftmatch_fb
     0.01%  gnome-shell      libc.so.6                         [.] __strlen_avx2
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] 0x000000000007761a
     0.01%  Xorg             [kernel.kallsyms]                 [k] __x64_sys_epoll_wait
     0.01%  Xorg             [kernel.kallsyms]                 [k] pick_next_task_fair
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] apparmor_file_permission
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] clutter_stage_view_get_framebuffer@plt
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] datagram_poll
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x00000000000243c4
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_bit_unlock@plt
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] XNextEvent@plt
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_multi_texture_get_type
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] malloc@plt
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] safe_fclose
     0.01%  gnome-shell      iris_dri.so                       [.] 0x000000000104b94d
     0.01%  gsd-power        libgobject-2.0.so.0.8000.0        [.] g_closure_invoke
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x00000000000553c5
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] move_addr_to_user
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] check_stack_object
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] refill_obj_stock
     0.01%  perf             perf                              [.] xyarray__max_y
     0.01%  Xorg             Xorg                              [.] 0x00000000001e9047
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __pollwait
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] call_function_single_prep_ipi
     0.01%  gnome-shell      iris_dri.so                       [.] 0x00000000003b9c00
     0.01%  ksoftirqd/14     [kernel.kallsyms]                 [k] native_sched_clock
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] cpuacct_charge
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] is_vmalloc_addr
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000000ff574a
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] do_writev
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005bb6b
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __mod_node_page_state
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] pty_write_room
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gdk__private__@plt
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_threads_add_idle
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] cogl_offscreen_get_type
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __wake_up_common
     0.01%  swapper          [kernel.kallsyms]                 [k] hrtimer_reprogram
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] xcb_poll_for_event
     0.01%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_object_unref
     0.01%  gnome-shell      libXi.so.6.1.0                    [.] 0x0000000000006a50
     0.01%  Xorg             libc.so.6                         [.] __errno_location
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] nohz_balance_exit_idle
     0.01%  pool-tracker-mi  libgobject-2.0.so.0.8000.0        [.] g_type_class_peek
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x0000000000026d80
     0.01%  Xorg             [kernel.kallsyms]                 [k] sock_def_readable
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ffbc78
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] memset_orig
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_variant_is_of_type
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x000000000003ae90
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_main_current_source
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_context_get_backend
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __calc_delta.constprop.0
     0.01%  tracker-miner-f  libgobject-2.0.so.0.8000.0        [.] g_object_unref
     0.01%  kworker/14:1-ev  [kernel.kallsyms]                 [k] get_recent_times
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b428
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] strcmp@plt
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __mkroute_output
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000001167f0
     0.01%  upowerd          libc.so.6                         [.] __strlen_avx2
     0.01%  gnome-shell      gnome-shell                       [.] 0x00000000000047c0
     0.01%  Xorg             [kernel.kallsyms]                 [k] skb_copy_datagram_iter
     0.01%  Xorg             [kernel.kallsyms]                 [k] __i915_ggtt_pin
     0.01%  Xorg             [kernel.kallsyms]                 [k] update_curr_se
     0.01%  systemd-resolve  libc.so.6                         [.] __libc_recvmsg
     0.01%  nautilus         [kernel.kallsyms]                 [k] memcpy_orig
     0.01%  gjs              [kernel.kallsyms]                 [k] cputime_adjust
     0.01%  gjs              libmozjs-115.so.115.10.0          [.] JS::Zone::forceDiscardJitCode(JS::GCContext*, JS::Zone::DiscardOptions const&)
     0.01%  kworker/14:1-ev  [kernel.kallsyms]                 [k] __update_load_avg_cfs_rq
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] raw_spin_rq_lock_nested
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000001040b78
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x0000000000034ca2
     0.01%  perf             [kernel.kallsyms]                 [k] perf_poll
     0.01%  gdbus            [kernel.kallsyms]                 [k] memset_orig
     0.01%  gnome-shell      libGLX_mesa.so.0.0.0              [.] 0x00000000000386e2
     0.01%  Xorg             libglamoregl.so                   [.] 0x0000000000010513
     0.01%  JS Helper        [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] 0x00000000001bbb58
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] ktime_get_ts64
     0.01%  perf             perf                              [.] ioctl@plt
     0.01%  InputThread      [kernel.kallsyms]                 [k] drm_ioctl
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_malloc
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x0000000000049f86
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] _raw_spin_unlock
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000000bac40
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000001005538
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_source_set_static_name
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005e0d3
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __virt_addr_valid
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005ab69
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __blk_mq_end_request
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] ip_make_skb
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003d546b
     0.01%  tracker-extract  [kernel.kallsyms]                 [k] xas_start
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] ep_poll
     0.01%  gnome-terminal-  libc.so.6                         [.] 0x00000000001893fe
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] prepare_creds
     0.01%  gmain            [kernel.kallsyms]                 [k] __pte_offset_map
     0.01%  perf             perf                              [.] perf_evsel__run_ioctl
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_visual_get_screen
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005ab73
     0.01%  usb-storage      [kernel.kallsyms]                 [k] percpu_counter_add_batch
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000148d034
     0.01%  Xorg             [kernel.kallsyms]                 [k] intel_fb_is_gen12_ccs_aux_plane
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_backend_get_stage_window
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_paint_node_unref
     0.01%  Xorg             [kernel.kallsyms]                 [k] intel_fb_plane_supports_modifier
     0.01%  InputThread      [kernel.kallsyms]                 [k] __update_load_avg_se
     0.01%  gnome-terminal-  libc.so.6                         [.] __GI___pthread_enable_asynccancel
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] _hashmap_size
     0.01%  gdbus            libc.so.6                         [.] __strcmp_avx2
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] 0x000000000012231a
     0.01%  swapper          [kernel.kallsyms]                 [k] cr4_update_irqsoff
     0.01%  systemd          libc.so.6                         [.] __printf_buffer
     0.01%  gnome-shell      libXext.so.6.4.0                  [.] XSyncChangeAlarm
     0.01%  swapper          [kernel.kallsyms]                 [k] ct_irq_enter
     0.01%  Xorg             [kernel.kallsyms]                 [k] do_setitimer
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000065f62
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_memdup2
     0.01%  Xorg             [kernel.kallsyms]                 [k] ___sys_recvmsg
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __alloc_skb
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] eventfd_poll
     0.01%  gnome-shell      libGLX_mesa.so.0.0.0              [.] 0x0000000000054ba2
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] inet_sendmsg
     0.01%  thermald         [kernel.kallsyms]                 [k] __hrtimer_start_range_ns
     0.01%  swapper          [kernel.kallsyms]                 [k] task_tick_mm_cid
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_type_is_a
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] bio_integrity_prep
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] ___sys_recvmsg
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] poll@plt
     0.01%  Xorg             libGL.so.1.7.0                    [.] glBlendFunc
     0.01%  Xorg             [kernel.kallsyms]                 [k] default_wake_function
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_variant_type_string_is_valid
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] _raw_spin_lock
     0.01%  gnome-shell      libdbus-1.so.3.32.4               [.] dbus_connection_get_dispatch_status
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] _raw_write_unlock_irq
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] XLastKnownRequestProcessed
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005d86c
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] ____sys_recvmsg
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_backend_get_stage
     0.01%  ibus-daemon      libc.so.6                         [.] __errno_location
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x0000000000366b64
     0.01%  tracker-miner-f  libgobject-2.0.so.0.8000.0        [.] 0x000000000002b3e1
     0.01%  Xorg             [kernel.kallsyms]                 [k] update_rq_clock
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __x64_sys_newfstatat
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_event_copy
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] vfs_writev
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] update_sd_lb_stats.constprop.0
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000013395b
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] timerqueue_add
     0.01%  gmain            [kernel.kallsyms]                 [k] __virt_addr_valid
     0.01%  Xorg             [kernel.kallsyms]                 [k] mod_memcg_lruvec_state
     0.01%  Xorg             [kernel.kallsyms]                 [k] dma_resv_reserve_fences
     0.01%  gnome-terminal-  libc.so.6                         [.] __poll
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_window_coords_from_parent
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __kmalloc_node_track_caller
     0.01%  swapper          [kernel.kallsyms]                 [k] timekeeping_max_deferment
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000049b90
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] pipe_poll
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_paint_volume_free
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_hash_table_remove
     0.01%  gmain            [kernel.kallsyms]                 [k] strncpy_from_user
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] tty_chars_in_buffer
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] 0x000000000005b7f7
     0.01%  upowerd          [kernel.kallsyms]                 [k] filename_lookup
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] g_variant_type_next
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] memset@plt
     0.01%  Xorg             Xorg                              [.] 0x00000000001cc7f0
     0.01%  gdbus            [kernel.kallsyms]                 [k] update_cfs_group
     0.01%  Xorg             [kernel.kallsyms]                 [k] unix_write_space
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff1fa6
     0.01%  kworker/u32:4-e  [unknown]                         [.] 0000000000000000
     0.01%  systemd-resolve  systemd-resolved                  [.] 0x000000000000f0a4
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000695fb0
     0.01%  InputThread      [kernel.kallsyms]                 [k] drm_mode_cursor_universal
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x0000000000024149
     0.01%  InputThread      Xorg                              [.] 0x000000000007b990
     0.01%  usb-storage      [kernel.kallsyms]                 [k] sd_done
     0.01%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_object_new_with_properties
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b509
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] XSendEvent
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x000000000000ce26
     0.01%  Xorg             [kernel.kallsyms]                 [k] perf_adjust_freq_unthr_context
     0.01%  InputThread      Xorg                              [.] 0x00000000001e2840
     0.01%  InputThread      libc.so.6                         [.] __errno_location
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x000000000002125e
     0.01%  kworker/3:1-eve  [kernel.kallsyms]                 [k] schedule
     0.01%  gnome-terminal-  libvte-2.91.so.0.7600.0           [.] 0x00000000000658f0
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000eb81
     0.01%  swapper          [kernel.kallsyms]                 [k] wq_select_unbound_cpu
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x0000000000044851
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] g_strconcat@plt
     0.01%  swapper          [kernel.kallsyms]                 [k] calc_global_load_tick
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x00000000000bc539
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000004fa10
     0.01%  pool-tracker-mi  libglib-2.0.so.0.8000.0           [.] g_private_set
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] 0x00000000001c4f43
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] finish_task_switch.isra.0
     0.01%  Xorg             Xorg                              [.] 0x000000000006fce4
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_mutex_lock@plt
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x0000000000053f6d
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] clutter_input_device_get_device_type@plt
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.01%  systemd-resolve  libc.so.6                         [.] epoll_wait
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] g_bit_lock
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x00000000000274b5
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x0000000000035285
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_backend_get_cursor_tracker
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004a6e8a
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x00000000000a166f
     0.01%  swapper          [kernel.kallsyms]                 [k] hrtimer_cancel
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x000000000004e53f
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] __memcg_slab_post_alloc_hook
     0.01%  perf             [kernel.kallsyms]                 [k] do_syscall_64
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_ptr_array_remove_range
     0.01%  swapper          [kernel.kallsyms]                 [k] execlists_dequeue
     0.01%  gnome-shell      libc.so.6                         [.] strlen@plt
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] _XDeq
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] g_list_prepend@plt
     0.01%  Xorg             [kernel.kallsyms]                 [k] dequeue_task
     0.01%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000001f1bb
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] 0x00000000001c377a
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] 0x000000000029c540
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] apparmor_socket_sendmsg
     0.01%  gnome-shell      libmutter-mtk-14.so.0.0.0         [.] mtk_region_subtract
     0.01%  Xorg             Xorg                              [.] 0x00000000001de320
     0.01%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_main_loop_new
     0.01%  Xorg             Xorg                              [.] setitimer@plt
     0.01%  InputThread      Xorg                              [.] valuator_mask_size
     0.01%  InputThread      Xorg                              [.] 0x00000000000a3ef7
     0.01%  InputThread      Xorg                              [.] 0x00000000000dec94
     0.01%  InputThread      [kernel.kallsyms]                 [k] vfs_read
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005ab4d
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] sk_prot_alloc
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] copy_iovec_from_user
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x0000000000034c7a
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] check_heap_object
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] _raw_spin_unlock
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff1f22
     0.01%  dbus-daemon      [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000cba250
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff1f13
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000016f151
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup_extended
     0.01%  systemd-oomd     libc.so.6                         [.] malloc
     0.01%  systemd-oomd     systemd-oomd                      [.] 0x0000000000004ec0
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x0000000000074a60
     0.01%  InputThread      Xorg                              [.] 0x00000000001e2893
     0.01%  InputThread      [kernel.kallsyms]                 [k] do_syscall_64
     0.01%  InputThread      [kernel.kallsyms]                 [k] put_prev_task_fair
     0.01%  InputThread      [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] 0x00000000000a4ca0
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ps_get_opcode_info
     0.01%  swapper          [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.01%  InputThread      [kernel.kallsyms]                 [k] aa_file_perm
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000004bc40
     0.01%  upowerd          [kernel.kallsyms]                 [k] step_into
     0.01%  :-1              [kernel.kallsyms]                 [k] proc_exit_connector
     0.01%  gdbus            libc.so.6                         [.] pthread_getspecific@@GLIBC_2.34
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __x64_sys_poll
     0.01%  Xorg             [kernel.kallsyms]                 [k] ___slab_alloc
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] n_tty_poll
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] landlock_append_fs_rule
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000004933b
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] syscall_exit_to_user_mode_prepare
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] get_nohz_timer_target
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x000000000003b443
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] import_ubuf
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] mem_cgroup_handle_over_high
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] memset_orig
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_object_unref
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000eb74
     0.01%  Xorg             [kernel.kallsyms]                 [k] ____sys_recvmsg
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_atomic_ref_count_compare
     0.01%  Xorg             libEGL_mesa.so.0.0.0              [.] 0x000000000001e3c0
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004a6ed0
     0.01%  upowerd          [kernel.kallsyms]                 [k] __smp_call_single_queue
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000bca0
     0.01%  at-spi2-registr  [kernel.kallsyms]                 [k] update_cfs_group
     0.01%  sudo             [kernel.kallsyms]                 [k] tty_update_time
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] folio_mark_dirty
     0.01%  InputThread      [kernel.kallsyms]                 [k] rep_movs_alternative
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004a6d40
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] 0x000000000005bb8e
     0.01%  ibus-daemon      libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.01%  Xorg             libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.01%  gnome-shell      libc.so.6                         [.] __memset_avx2_unaligned_erms
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] XGetEventData@plt
     0.01%  usb-storage      [kernel.kallsyms]                 [k] usb_sg_init
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] pci_conf1_read
     0.01%  kworker/14:1-ev  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  systemd-resolve  systemd-resolved                  [.] 0x000000000005a0f1
     0.01%  ibus-daemon      libgio-2.0.so.0.8000.0            [.] 0x0000000000123e92
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] sbitmap_find_bit
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] entry_SYSCALL_64_after_hwframe
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] cairo_font_face_destroy
     0.01%  Xorg             Xorg                              [.] 0x000000000014ca23
     0.01%  systemd-resolve  systemd-resolved                  [.] 0x0000000000051eda
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] rcu_sched_clock_irq
     0.01%  gmain            [kernel.kallsyms]                 [k] mas_next_slot
     0.01%  tracker-miner-f  libc.so.6                         [.] pthread_rwlock_unlock@@GLIBC_2.34
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] psi_task_switch
     0.01%  thermald         libc.so.6                         [.] _IO_no_init
     0.01%  InputThread      libinput.so.10.13.0               [.] libinput_device_unref
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000693040
     0.01%  thermald         [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005e29c
     0.01%  perf             perf                              [.] ring_buffer_read_head
     0.01%  Xorg             libglapi.so.0.0.0                 [.] 0x000000000000ece0
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x0000000000059a70
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000018af88
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __folio_end_writeback
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] sbitmap_any_bit_set
     0.01%  thermald         [kernel.kallsyms]                 [k] path_init
     0.01%  usb-storage      [kernel.kallsyms]                 [k] scsi_complete
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_strdup
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x00000000000c21bc
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_source_get_ready_time
     0.01%  usb-storage      [kernel.kallsyms]                 [k] usb_stor_msg_common
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] 0x00000000000b1a40
     0.01%  tracker-extract  [kernel.kallsyms]                 [k] __count_memcg_events
     0.01%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_hash_table_lookup@plt
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] scsi_mq_get_budget
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x0000000000128424
     0.01%  snapd-desktop-i  [kernel.kallsyms]                 [k] security_socket_recvmsg
     0.01%  Xorg             Xorg                              [.] 0x00000000000de97b
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] get_random_u32
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] hrtimer_interrupt
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_bit_unlock
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005b4e8
     0.01%  Xorg             [kernel.kallsyms]                 [k] _raw_spin_lock_irqsave
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] lock_timer_base
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000063380
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] load_balance
     0.01%  Xorg             nvidia_drv.so                     [.] xf86ScrnToScreen@plt
     0.01%  gnome-terminal-  libxcb.so.1.1.0                   [.] 0x000000000000c86c
     0.01%  Xorg             [kernel.kallsyms]                 [k] schedule_debug.isra.0
